"max_pairwise_difference","max_pairwise_difference_excluding_ambiguous","max_variable_block_length","max_variable_block_length_excluding_ambiguous","min_pairwise_difference","min_pairwise_difference_excluding_ambiguous","theta","tajima_d","tajima_pi","segregating_sites"
83,158,162,139,1,2,0.1840554,162,0.7397568,0.2257916
83,159,162,42,0,1,0.1840554,162,0.4726172,0.2107199
86,160,149,69,0,0,0.1829192,161,0.9954305,0.2387422
82,161,145,49,0,0,0.1829192,161,0.9473133,0.2360438
79,158,162,55,0,0,0.1840554,162,0.1362609,0.1917431
67,159,150,32,1,1,0.1829192,161,0.0126077,0.1836263
74,158,162,32,0,1,0.1840554,162,0.2464007,0.197957
83,157,162,51,0,1,0.1840554,162,0.5090212,0.2127738
82,160,162,61,0,2,0.1840554,162,0.5332994,0.2141435
81,161,162,44,0,2,0.1840554,162,0.8215101,0.2304041
87,158,162,42,0,0,0.1840554,162,0.5143354,0.2130736
78,157,162,96,0,3,0.1840554,162,0.458106,0.2099012
78,157,162,76,0,0,0.1840554,162,0.6301206,0.2196061
84,159,162,51,0,0,0.1840554,162,0.60897,0.2184128
82,159,162,81,0,0,0.1840554,162,0.738352,0.2257124
81,159,151,53,0,0,0.1829192,161,0.843466,0.2302201
84,160,162,162,0,0,0.1840554,162,0.5550597,0.2153712
83,160,162,59,1,4,0.1840554,162,0.9369773,0.2369186
87,160,162,69,0,3,0.1840554,162,0.82098,0.2303742
79,160,162,64,0,1,0.1840554,162,0.6000909,0.2179119
75,157,149,70,0,0,0.1829192,161,0.5962804,0.2163582
73,159,162,72,0,1,0.1840554,162,0.3376029,0.2031026
82,159,162,85,0,0,0.1840554,162,0.9691141,0.2387317
90,159,162,162,1,1,0.1840554,162,0.9708634,0.2388304
85,158,162,154,0,0,0.1840554,162,0.7071429,0.2239516
89,159,162,51,0,1,0.1840554,162,0.9420794,0.2372065
81,160,145,97,1,1,0.1829192,161,0.6860219,0.2213908
81,159,162,75,1,2,0.1840554,162,0.5836979,0.216987
80,159,162,51,0,0,0.1840554,162,0.6759338,0.2221908
85,160,162,41,0,1,0.1840554,162,0.651152,0.2207927
84,161,162,138,0,0,0.1840554,162,0.8135853,0.229957
74,158,162,56,0,1,0.1840554,162,0.3495167,0.2037747
83,159,162,99,1,1,0.1840554,162,0.6646031,0.2215516
87,160,162,76,0,0,0.1840554,162,0.8929002,0.2344318
86,159,162,109,0,3,0.1840554,162,0.935493,0.2368349
83,157,150,36,0,3,0.1829192,161,0.6563303,0.2197257
83,158,162,56,0,0,0.1840554,162,0.6529543,0.2208943
82,158,162,77,0,2,0.1840554,162,0.597679,0.2177758
82,160,162,41,1,2,0.1840554,162,0.571254,0.2162849
81,159,162,73,0,0,0.1840554,162,0.5236385,0.2135985
85,160,162,63,0,0,0.1840554,162,0.8387116,0.2313746
78,159,162,39,0,0,0.1840554,162,0.5929215,0.2175074
85,160,162,69,0,2,0.1840554,162,0.9158134,0.2357246
80,159,162,72,0,1,0.1840554,162,0.5202724,0.2134086
73,158,162,34,1,2,0.1840554,162,0.03799525,0.186199
86,159,149,47,0,0,0.1829192,161,0.3592809,0.2030674
94,160,162,28,1,1,0.1840554,162,0.8050375,0.2294747
82,159,162,46,0,2,0.1840554,162,0.4113386,0.2072627
81,159,162,45,0,0,0.1840554,162,0.6694667,0.221826
88,158,162,158,0,0,0.1840554,162,0.9328426,0.2366853
81,160,162,130,0,0,0.1840554,162,1.041366,0.2428081
79,159,162,65,0,2,0.1840554,162,0.5481552,0.2149817
88,159,162,81,2,3,0.1840554,162,0.8444896,0.2317006
85,161,162,68,0,4,0.1840554,162,0.7145907,0.2243718
78,159,162,70,0,0,0.1840554,162,0.7282405,0.2251419
82,160,162,77,1,3,0.1840554,162,0.8330396,0.2310546
93,159,162,47,0,1,0.1840554,162,0.6952556,0.2232809
86,161,162,57,1,1,0.1840554,162,0.7488213,0.2263031
78,159,162,54,0,1,0.1840554,162,0.6552867,0.2210259
71,156,117,52,0,2,0.1829192,161,0.1895041,0.1935465
77,159,162,36,0,1,0.1840554,162,0.2571748,0.1985649
76,158,162,50,0,2,0.1840554,162,0.5291117,0.2139073
77,159,150,61,0,1,0.1829192,161,0.5271244,0.21248
85,160,162,159,1,2,0.1840554,162,0.9592544,0.2381755
82,160,162,51,0,0,0.1840554,162,0.7295128,0.2252137
77,158,162,37,0,2,0.1840554,162,0.4036921,0.2068312
81,158,162,32,0,0,0.1840554,162,0.4325025,0.2084567
85,160,162,44,0,1,0.1840554,162,1.010713,0.2410787
81,158,162,64,0,0,0.1840554,162,0.5568885,0.2154744
83,160,162,50,0,2,0.1840554,162,0.8809731,0.2337589
83,158,162,50,0,0,0.1840554,162,0.4008958,0.2066735
87,159,162,79,0,0,0.1840554,162,0.8112926,0.2298276
83,157,151,43,1,2,0.1829192,161,0.6730093,0.2206611
84,160,162,49,0,0,0.1840554,162,1.056433,0.2436582
81,158,162,100,0,0,0.1840554,162,0.7675601,0.2273603
89,160,162,53,1,2,0.1840554,162,0.4419382,0.208989
86,160,162,83,0,1,0.1840554,162,1.05202,0.2434092
84,161,162,59,1,2,0.1840554,162,1.030697,0.2422062
74,160,162,43,0,0,0.1840554,162,0.3455013,0.2035482
86,161,162,152,0,2,0.1840554,162,0.8319397,0.2309925
92,159,162,69,0,0,0.1840554,162,1.046136,0.2430772
74,159,162,45,0,1,0.1840554,162,0.3287504,0.2026031
77,158,162,46,0,1,0.1840554,162,0.3268818,0.2024977
75,158,162,66,0,0,0.1840554,162,0.1729035,0.1938104
73,158,162,52,0,0,0.1840554,162,0.2203865,0.1964893
71,157,162,61,0,1,0.1840554,162,0.0354243,0.186054
87,159,162,33,0,2,0.1840554,162,0.271633,0.1993806
71,157,162,47,0,0,0.1840554,162,-0.04879397,0.1813025
72,157,150,18,0,0,0.1829192,161,0.03573969,0.1849235
78,155,117,84,0,1,0.1829192,161,0.02828679,0.1845055
82,160,162,53,0,0,0.1840554,162,0.7247684,0.224946
84,161,162,86,0,1,0.1840554,162,0.9124208,0.2355332
83,161,162,79,0,1,0.1840554,162,0.9840759,0.2395759
84,158,151,113,0,2,0.1829192,161,0.7282327,0.223758
82,160,162,40,0,0,0.1840554,162,0.5664434,0.2160135
80,158,162,36,0,2,0.1840554,162,0.7433747,0.2259958
80,159,162,100,0,1,0.1840554,162,0.6147612,0.2187395
80,161,162,98,0,3,0.1840554,162,0.449757,0.2094302
81,157,120,80,0,2,0.1817831,160,0.5172927,0.2106167
81,160,117,48,0,0,0.1829192,161,0.5358973,0.2129719
71,156,117,46,0,1,0.1829192,161,0.01370097,0.1836876
75,159,162,59,0,0,0.1840554,162,0.564164,0.2158849
79,159,162,62,0,2,0.1840554,162,0.3995971,0.2066002
75,160,162,40,0,1,0.1840554,162,0.07516791,0.1882963
76,157,162,39,0,0,0.1840554,162,0.2367133,0.1974105
76,158,162,32,0,1,0.1840554,162,0.306301,0.2013366
80,159,162,73,0,0,0.1840554,162,0.5646808,0.2159141
72,159,162,38,1,1,0.1840554,162,0.3386499,0.2031616
85,157,162,53,1,2,0.1840554,162,0.6918365,0.223088
83,159,162,62,1,3,0.1840554,162,0.923831,0.2361769
76,160,149,49,0,1,0.1829192,161,0.5260045,0.2124172
82,158,144,59,0,1,0.1829192,161,0.7483116,0.224884
82,161,120,46,0,0,0.1829192,161,0.6156393,0.2174438
83,158,150,99,0,0,0.1829192,161,0.6002002,0.216578
79,160,162,92,1,1,0.1840554,162,0.4120808,0.2073045
78,158,162,51,0,0,0.1840554,162,0.3970394,0.2064559
76,159,162,86,0,0,0.1840554,162,0.5267925,0.2137764
78,159,117,44,0,1,0.1829192,161,0.6355581,0.2185608
85,159,162,65,0,1,0.1840554,162,0.8228751,0.2304811
85,160,150,44,0,0,0.1829192,161,0.4332232,0.2072141
83,159,162,49,0,1,0.1840554,162,0.8909256,0.2343204
81,160,162,57,0,0,0.1840554,162,0.6950171,0.2232675
79,160,162,77,1,2,0.1840554,162,0.6900475,0.2229871
85,160,162,65,0,0,0.1840554,162,0.3763526,0.2052888
87,159,162,137,1,1,0.1840554,162,0.8757385,0.2334636
92,161,162,66,1,1,0.1840554,162,0.9219492,0.2360707
84,160,162,73,0,0,0.1840554,162,0.9403169,0.237107
78,156,162,70,0,1,0.1840554,162,0.4389697,0.2088216
83,160,162,44,0,0,0.1840554,162,0.8761626,0.2334875
88,158,162,98,0,0,0.1840554,162,0.6888945,0.222922
78,160,162,45,0,1,0.1840554,162,0.6514966,0.2208121
84,160,162,96,1,2,0.1840554,162,0.9950488,0.2401949
86,159,162,112,1,2,0.1840554,162,1.06571,0.2441816
92,161,162,121,1,1,0.1840554,162,1.433368,0.2649244
88,160,162,149,0,0,0.1840554,162,1.487265,0.2679652
95,161,162,147,0,1,0.1840554,162,1.271491,0.2557915
85,160,150,65,0,1,0.1829192,161,0.8541721,0.2308205
82,161,162,74,0,0,0.1840554,162,0.9035418,0.2350322
81,158,151,82,0,2,0.1829192,161,0.7732435,0.2262821
85,159,162,162,1,2,0.1840554,162,1.152884,0.2490998
91,161,162,148,1,2,0.1840554,162,1.05638,0.2436552
83,159,162,104,0,0,0.1840554,162,0.9487851,0.2375848
84,160,162,74,0,3,0.1840554,162,1.355113,0.2605094
74,158,162,31,0,2,0.1840554,162,0.259759,0.1987107
77,160,162,122,1,2,0.1840554,162,0.4668127,0.2103924
80,159,162,62,1,1,0.1840554,162,0.6959447,0.2233198
80,159,162,101,1,1,0.1840554,162,0.5170521,0.2132269
86,158,162,149,1,2,0.1840554,162,1.071316,0.2444978
83,161,162,110,0,1,0.1840554,162,1.003027,0.240645
77,160,162,78,1,3,0.1840554,162,0.5438217,0.2147372
86,160,162,51,0,0,0.1840554,162,1.020321,0.2416208
82,157,162,66,0,1,0.1840554,162,0.2883574,0.2003242
74,157,162,89,0,3,0.1840554,162,0.3794801,0.2054652
86,160,162,105,0,2,0.1840554,162,0.7637699,0.2271464
85,157,162,87,0,1,0.1840554,162,0.7846953,0.228327
83,160,162,140,0,0,0.1840554,162,1.020228,0.2416155
90,159,162,70,0,0,0.1840554,162,1.194999,0.2514759
86,160,162,76,0,0,0.1840554,162,0.9477514,0.2375265
103,160,162,162,0,3,0.1840554,162,1.160769,0.2495447
88,161,162,97,0,3,0.1840554,162,1.428438,0.2646463
93,160,162,152,1,1,0.1840554,162,1.770294,0.2839334
96,161,162,102,0,2,0.1840554,162,1.483793,0.2677693
83,161,162,86,2,2,0.1840554,162,1.251719,0.254676
89,161,162,162,2,4,0.1840554,162,1.130712,0.2478489
94,161,162,76,2,5,0.1840554,162,1.494209,0.268357
89,160,162,72,2,4,0.1840554,162,1.012542,0.2411819
85,162,162,99,0,1,0.1840554,162,1.157628,0.2493675
85,158,151,109,1,3,0.1829192,161,1.152741,0.2475641
86,157,162,78,1,3,0.1840554,162,0.7370268,0.2256376
84,161,162,90,0,3,0.1840554,162,1.006393,0.2408349
89,158,162,66,0,1,0.1840554,162,0.5956382,0.2176606
68,158,162,41,0,1,0.1840554,162,0.01292192,0.1847844
83,159,162,50,0,0,0.1840554,162,0.6428561,0.2203246
86,160,162,96,1,1,0.1840554,162,0.8696292,0.2331189
84,158,162,50,0,0,0.1840554,162,0.6795516,0.2223949
82,159,162,47,1,1,0.1840554,162,0.8325625,0.2310276
79,159,162,60,0,0,0.1840554,162,0.517887,0.213274
87,159,162,37,2,2,0.1840554,162,1.149213,0.2488927
74,157,150,30,0,0,0.1829192,161,0.2931381,0.1993582
87,161,162,109,0,1,0.1840554,162,0.9125533,0.2355406
80,158,120,56,0,1,0.1829192,161,0.9522864,0.2363227
85,159,162,52,0,1,0.1840554,162,0.9847518,0.239614
79,161,150,39,0,0,0.1829192,161,0.6679163,0.2203755
86,160,162,91,0,0,0.1840554,162,0.9039924,0.2350576
85,161,162,82,0,1,0.1840554,162,0.8943314,0.2345126
80,158,162,49,0,1,0.1840554,162,0.7975898,0.2290545
83,160,162,64,0,2,0.1840554,162,0.9074247,0.2352513
84,158,162,92,0,2,0.1840554,162,0.9333329,0.236713
82,161,162,82,0,0,0.1840554,162,0.8651897,0.2328684
79,159,162,74,0,2,0.1840554,162,0.8489689,0.2319533
89,159,162,115,0,1,0.1840554,162,0.8305217,0.2309125
82,159,162,52,2,2,0.1840554,162,0.9346846,0.2367893
91,160,162,159,1,3,0.1840554,162,1.198153,0.2516539
91,160,162,162,0,0,0.1840554,162,1.350727,0.2602619
98,160,162,86,2,3,0.1840554,162,1.736912,0.28205
92,161,162,161,2,3,0.1840554,162,1.394062,0.2627068
92,160,162,109,1,3,0.1840554,162,1.369081,0.2612974
89,161,162,114,3,3,0.1840554,162,1.639653,0.2765628
91,160,162,162,2,5,0.1840554,162,1.488047,0.2680093
94,161,162,162,2,2,0.1840554,162,1.773501,0.2841144
92,161,162,132,1,4,0.1840554,162,1.318948,0.258469
94,161,162,92,1,3,0.1840554,162,1.571696,0.2727287
90,159,162,162,1,4,0.1840554,162,1.564738,0.2723362
91,161,162,85,1,3,0.1840554,162,1.629343,0.2759811
94,159,162,162,0,0,0.1840554,162,1.346817,0.2600413
97,161,162,161,0,1,0.1840554,162,1.450941,0.2659158
91,159,117,114,2,3,0.1829192,161,1.480216,0.2659286
90,161,162,162,2,2,0.1840554,162,1.445202,0.2655921
90,162,162,162,0,0,0.1840554,162,1.668782,0.2782062
92,160,162,126,1,4,0.1840554,162,1.173716,0.2502751
87,159,162,93,0,0,0.1840554,162,1.200048,0.2517608
87,161,162,39,0,3,0.1840554,162,0.7287839,0.2251726
88,159,162,60,0,1,0.1840554,162,1.309221,0.2579202
80,159,162,55,0,0,0.1840554,162,0.626675,0.2194117
94,160,162,162,2,2,0.1840554,162,1.566421,0.2724311
90,160,162,101,0,1,0.1840554,162,1.008142,0.2409336
87,159,162,82,1,1,0.1840554,162,0.8534349,0.2322052
80,158,162,55,0,0,0.1840554,162,0.7513128,0.2264436
95,159,162,73,0,1,0.1840554,162,0.7978018,0.2290665
78,159,150,63,1,2,0.1829192,161,0.609573,0.2171036
80,159,162,65,0,1,0.1840554,162,0.4360011,0.2086541
83,157,162,121,1,1,0.1840554,162,0.6387214,0.2200913
88,160,162,75,0,2,0.1840554,162,1.051026,0.2433531
76,159,162,76,0,0,0.1840554,162,0.5910131,0.2173997
82,159,162,158,0,0,0.1840554,162,0.9336775,0.2367324
87,160,162,82,0,0,0.1840554,162,0.8361672,0.231231
86,158,162,98,0,0,0.1840554,162,0.8549854,0.2322927
80,158,162,155,0,0,0.1840554,162,0.8415476,0.2315346
87,160,162,64,0,1,0.1840554,162,1.053743,0.2435064
90,161,162,104,0,0,0.1840554,162,1.005558,0.2407878
86,159,162,79,0,1,0.1840554,162,0.9184241,0.2358719
83,160,162,102,0,0,0.1840554,162,0.8411368,0.2315114
79,158,162,54,0,1,0.1840554,162,0.5207097,0.2134333
83,160,162,76,1,1,0.1840554,162,0.9652179,0.2385119
84,158,162,139,0,1,0.1840554,162,0.9982824,0.2403774
91,161,162,57,1,1,0.1840554,162,0.8329469,0.2310493
82,160,162,59,0,2,0.1840554,162,0.91637,0.235756
86,160,162,93,0,3,0.1840554,162,0.8583647,0.2324834
81,159,162,55,0,0,0.1840554,162,0.955716,0.2379758
84,157,145,59,0,2,0.1829192,161,0.810268,0.2283584
88,159,162,137,0,0,0.1840554,162,1.086384,0.2453479
87,159,162,52,0,1,0.1840554,162,0.9066031,0.2352049
75,159,162,32,1,1,0.1840554,162,0.657142,0.2211306
76,158,162,76,0,1,0.1840554,162,0.4294148,0.2082825
75,158,162,61,0,0,0.1840554,162,0.2991183,0.2009313
73,158,162,44,0,1,0.1840554,162,0.1881967,0.1946732
75,157,162,35,0,0,0.1840554,162,0.1502819,0.1925341
76,158,162,68,0,0,0.1840554,162,0.6163913,0.2188315
82,159,144,59,0,0,0.1829192,161,0.7427252,0.2245707
83,160,162,66,0,1,0.1840554,162,0.6588383,0.2212263
92,159,162,71,1,2,0.1840554,162,1.028153,0.2420626
77,159,162,114,0,0,0.1840554,162,0.7846158,0.2283225
94,158,162,42,0,2,0.1840554,162,0.9116257,0.2354883
90,158,162,81,0,1,0.1840554,162,1.195357,0.2514961
76,158,162,43,0,0,0.1840554,162,0.419184,0.2077053
81,160,162,55,1,1,0.1840554,162,0.5486853,0.2150116
78,159,162,96,0,0,0.1840554,162,0.7064008,0.2239097
75,157,144,42,0,1,0.1829192,161,0.1178282,0.189527
78,157,162,98,1,1,0.1840554,162,0.4127169,0.2073404
78,159,162,62,0,0,0.1840554,162,0.5371161,0.2143589
80,159,162,86,1,2,0.1840554,162,1.06738,0.2442758
87,161,162,101,1,1,0.1840554,162,1.34365,0.2598626
83,160,162,154,0,3,0.1840554,162,1.227202,0.2532928
88,159,162,95,1,2,0.1840554,162,1.051093,0.2433569
95,162,162,150,1,1,0.1840554,162,1.376648,0.2617244
88,161,162,162,0,0,0.1840554,162,1.578573,0.2731167
94,161,162,161,2,2,0.1840554,162,1.724932,0.2813741
101,160,162,162,2,5,0.1840554,162,1.937432,0.2933632
94,160,162,162,1,6,0.1840554,162,1.773674,0.2841241
95,161,162,81,2,4,0.1840554,162,1.672241,0.2784013
89,162,162,91,1,2,0.1840554,162,1.380796,0.2619584
92,161,162,162,0,0,0.1840554,162,1.663057,0.2778832
89,160,162,61,1,3,0.1840554,162,1.341,0.2597131
100,160,162,162,0,0,0.1840554,162,1.735003,0.2819424
91,161,162,162,0,1,0.1840554,162,1.481381,0.2676333
98,160,162,162,2,2,0.1840554,162,1.709917,0.280527
83,161,162,162,2,3,0.1840554,162,1.153162,0.2491155
95,160,162,76,1,2,0.1840554,162,1.436138,0.2650807
87,160,162,162,0,2,0.1840554,162,1.251626,0.2546708
91,162,162,112,0,2,0.1840554,162,1.421825,0.2642732
91,161,162,152,1,3,0.1840554,162,1.41618,0.2639547
87,160,162,135,0,0,0.1840554,162,1.413211,0.2637872
87,160,162,92,1,3,0.1840554,162,1.140519,0.2484022
90,160,162,114,0,0,0.1840554,162,1.259233,0.2550999
90,159,162,114,1,2,0.1840554,162,1.033136,0.2423438
96,159,162,159,0,2,0.1840554,162,1.343438,0.2598507
91,160,162,92,0,5,0.1840554,162,1.118944,0.247185
83,161,162,112,1,2,0.1840554,162,1.238997,0.2539582
87,161,162,159,0,0,0.1840554,162,1.340456,0.2596824
96,161,162,162,1,2,0.1840554,162,1.232066,0.2535672
83,159,149,85,0,1,0.1829192,161,1.159034,0.247917
84,159,162,92,2,3,0.1840554,162,0.9892046,0.2398652
88,162,162,129,2,2,0.1840554,162,1.268284,0.2556106
89,161,162,68,2,3,0.1840554,162,1.336163,0.2594402
90,159,162,162,0,6,0.1840554,162,1.442738,0.265453
88,159,162,111,0,0,0.1840554,162,1.506083,0.2690269
91,160,162,162,1,2,0.1840554,162,1.512325,0.2693791
95,161,162,162,2,4,0.1840554,162,1.658776,0.2776417
94,160,162,162,0,0,0.1840554,162,1.602375,0.2744596
90,160,162,65,1,1,0.1840554,162,1.378557,0.261832
90,159,162,93,2,2,0.1840554,162,1.476902,0.2673806
86,159,144,100,1,1,0.1829192,161,1.281254,0.2547709
96,162,162,134,1,1,0.1840554,162,1.627064,0.2758525
96,161,162,97,2,2,0.1840554,162,1.378689,0.2618395
92,160,162,93,0,1,0.1840554,162,1.057414,0.2437135
86,159,162,71,1,2,0.1840554,162,1.065233,0.2441546
92,159,162,148,0,0,0.1840554,162,1.23522,0.2537451
92,161,162,112,0,2,0.1840554,162,1.420792,0.2642149
93,159,162,162,1,1,0.1840554,162,1.546476,0.2713059
93,161,162,162,1,1,0.1840554,162,1.54857,0.271424
94,159,162,162,0,2,0.1840554,162,1.110542,0.246711
101,159,162,162,0,0,0.1840554,162,1.533383,0.2705672
88,161,162,100,0,0,0.1840554,162,1.489876,0.2681125
84,160,162,147,2,5,0.1840554,162,1.191249,0.2512643
87,160,162,80,1,2,0.1840554,162,1.07712,0.2448253
83,161,162,110,1,1,0.1840554,162,1.054048,0.2435236
86,158,162,107,0,1,0.1840554,162,1.143024,0.2485435
91,160,162,154,1,4,0.1840554,162,1.434905,0.2650112
89,159,162,162,1,3,0.1840554,162,1.363383,0.2609759
86,158,162,84,0,1,0.1840554,162,1.058951,0.2438002
85,157,162,106,0,0,0.1840554,162,0.9907683,0.2399534
89,159,162,112,1,3,0.1840554,162,1.068732,0.244352
87,159,162,162,1,5,0.1840554,162,1.28049,0.2562992
85,159,162,54,0,0,0.1840554,162,0.5791921,0.2167328
95,158,162,162,0,1,0.1840554,162,0.9775425,0.2392073
89,160,162,98,1,1,0.1840554,162,1.115207,0.2469741
88,161,162,157,0,1,0.1840554,162,1.124179,0.2474803
85,161,162,78,1,2,0.1840554,162,1.188916,0.2511327
81,160,162,72,0,1,0.1840554,162,1.126154,0.2475917
88,160,162,97,1,3,0.1840554,162,1.466088,0.2667704
78,158,162,90,0,0,0.1840554,162,0.8159177,0.2300886
81,160,162,72,0,1,0.1840554,162,0.696276,0.2233385
92,159,162,85,0,1,0.1840554,162,1.125968,0.2475813
81,159,162,112,0,0,0.1840554,162,0.8707821,0.2331839
88,160,162,63,1,1,0.1840554,162,1.338972,0.2595987
88,159,162,77,1,3,0.1840554,162,1.013191,0.2412185
85,160,162,86,1,2,0.1840554,162,1.307193,0.2578058
93,160,162,162,0,2,0.1840554,162,1.529858,0.2703683
86,159,162,149,1,3,0.1840554,162,1.373799,0.2615636
94,162,162,125,1,4,0.1840554,162,1.612367,0.2750233
92,161,162,162,0,0,0.1840554,162,1.305351,0.2577018
84,161,162,94,1,3,0.1840554,162,1.131481,0.2478923
91,160,162,111,2,2,0.1840554,162,1.415796,0.263933
90,161,162,89,1,2,0.1840554,162,1.341159,0.2597221
91,160,162,59,0,2,0.1840554,162,1.231205,0.2535186
90,160,162,149,0,2,0.1840554,162,1.226288,0.2532412
82,157,162,144,0,1,0.1840554,162,0.7351715,0.2255329
79,159,162,154,1,2,0.1840554,162,0.6800022,0.2224204
95,161,162,162,2,2,0.1840554,162,1.510046,0.2692505
92,159,162,134,0,1,0.1840554,162,1.088544,0.2454698
90,159,162,83,1,1,0.1840554,162,1.015669,0.2413583
96,161,162,68,0,1,0.1840554,162,1.410057,0.2636093
89,160,162,146,1,1,0.1840554,162,1.398581,0.2629618
88,161,162,68,0,0,0.1840554,162,1.260161,0.2551523
88,160,162,162,1,2,0.1840554,162,1.280675,0.2563097
84,160,162,72,0,2,0.1840554,162,0.9523367,0.2377852
77,160,162,73,1,1,0.1840554,162,0.553867,0.2153039
91,157,162,58,0,1,0.1840554,162,0.6523977,0.2208629
82,157,162,83,0,1,0.1840554,162,0.6472691,0.2205736
77,158,149,71,0,0,0.1829192,161,0.5552295,0.2140561
77,160,162,60,0,1,0.1840554,162,0.4006971,0.2066623
87,159,162,108,2,2,0.1840554,162,0.7370003,0.2256361
85,160,162,57,0,2,0.1840554,162,0.9664636,0.2385822
75,156,162,44,0,0,0.1840554,162,0.2797302,0.1998375
86,159,162,45,0,1,0.1840554,162,0.9305897,0.2365582
82,158,162,44,0,0,0.1840554,162,-0.009845505,0.1834999
71,154,162,28,0,0,0.1840554,162,0.001776749,0.1841556
78,161,162,34,0,0,0.1840554,162,0.2578374,0.1986023
77,158,144,31,0,0,0.1829192,161,0.1128285,0.1892466
72,158,162,31,0,1,0.1840554,162,0.02608144,0.1855269
69,159,162,37,0,1,0.1840554,162,-0.05703689,0.1808374
91,159,162,39,0,1,0.1840554,162,0.1839559,0.194434
83,158,162,40,0,0,0.1840554,162,0.01554587,0.1849325
74,156,162,40,0,1,0.1840554,162,-0.2370162,0.1706832
76,158,150,49,0,1,0.1829192,161,0.3900258,0.2047916
84,158,162,53,0,0,0.1840554,162,0.5009771,0.21232
80,160,162,51,0,0,0.1840554,162,0.3026831,0.2011324
85,159,162,35,0,0,0.1840554,162,0.1898134,0.1947645
66,157,150,46,0,0,0.1829192,161,-0.05537501,0.1798139
69,157,149,26,0,1,0.1829192,161,-0.3883556,0.1611406
75,159,162,33,0,0,0.1840554,162,0.3738612,0.2051482
73,159,162,24,0,1,0.1840554,162,0.05247999,0.1870163
72,156,100,21,0,0,0.1817831,160,-0.1744172,0.1720612
72,159,162,45,0,0,0.1840554,162,0.02308642,0.1853579
71,160,162,39,0,0,0.1840554,162,-0.3047619,0.1668611
72,158,162,40,0,0,0.1840554,162,-0.2169257,0.1718167
79,160,162,22,0,0,0.1840554,162,0.280035,0.1998547
76,158,162,58,0,1,0.1840554,162,0.04046017,0.1863381
76,160,162,38,0,0,0.1840554,162,0.1108033,0.1903068
75,158,162,52,0,0,0.1840554,162,0.1819681,0.1943218
73,157,145,30,0,1,0.1829192,161,-0.2573766,0.1684858
75,157,162,31,0,0,0.1840554,162,-0.4516767,0.1585723
67,155,149,29,0,0,0.1829192,161,-0.2885615,0.1667369
70,157,162,33,0,0,0.1840554,162,-0.3329495,0.1652707
71,156,162,22,0,0,0.1840554,162,-0.2615064,0.1693015
73,157,151,59,0,0,0.1829192,161,-0.08454665,0.1781779
74,158,162,102,0,0,0.1840554,162,0.05069094,0.1869153
78,155,162,36,0,0,0.1840554,162,-0.09068445,0.1789391
80,159,162,49,0,0,0.1840554,162,0.2366073,0.1974045
77,160,162,37,0,0,0.1840554,162,0.3858015,0.2058219
88,159,162,162,0,0,0.1840554,162,0.936593,0.2368969
83,158,162,48,0,2,0.1840554,162,0.3037301,0.2011915
88,159,162,83,1,4,0.1840554,162,0.6986084,0.2234701
85,160,162,56,0,0,0.1840554,162,0.7360594,0.225583
73,158,162,34,0,0,0.1840554,162,0.08575648,0.1888937
73,157,120,35,0,1,0.1829192,161,0.09880269,0.18846
87,159,162,57,0,2,0.1840554,162,0.4876983,0.2115708
82,157,162,50,0,0,0.1840554,162,0.6138071,0.2186857
84,159,162,74,0,0,0.1840554,162,0.9302186,0.2365373
83,157,162,37,0,1,0.1840554,162,0.488944,0.2116411
84,159,162,56,0,0,0.1840554,162,0.749696,0.2263524
83,158,162,79,0,2,0.1840554,162,0.7526115,0.2265169
74,158,162,42,0,0,0.1840554,162,0.2954209,0.2007227
80,160,162,65,0,0,0.1840554,162,0.3444278,0.2034876
87,161,162,68,0,0,0.1840554,162,0.8268508,0.2307054
78,157,151,28,1,1,0.1829192,161,0.2082763,0.1945992
78,158,117,33,0,0,0.1829192,161,0.3715868,0.2037575
74,159,162,36,0,2,0.1840554,162,0.253981,0.1983847
79,158,162,62,0,0,0.1840554,162,0.458636,0.2099311
82,159,162,49,1,2,0.1840554,162,0.736828,0.2256264
81,157,162,53,1,1,0.1840554,162,0.4683765,0.2104807
81,159,162,131,0,1,0.1840554,162,0.6206585,0.2190722
86,160,162,121,0,0,0.1840554,162,0.8200126,0.2303196
92,160,162,111,1,2,0.1840554,162,1.326502,0.2588951
82,162,162,148,0,2,0.1840554,162,1.164479,0.249754
88,160,162,73,0,0,0.1840554,162,1.000124,0.2404813
92,160,149,149,1,1,0.1829192,161,1.112237,0.2452926
85,158,150,78,0,1,0.1829192,161,0.5073789,0.2113726
77,159,162,46,0,0,0.1840554,162,0.6561746,0.221076
81,159,162,91,0,0,0.1840554,162,0.6194525,0.2190042
82,157,117,56,0,0,0.1829192,161,0.5394571,0.2131716
79,160,162,104,0,2,0.1840554,162,0.7047442,0.2238163
91,160,162,71,0,1,0.1840554,162,0.9598242,0.2382076
84,159,162,110,0,2,0.1840554,162,0.9069079,0.2352221
88,158,162,76,0,2,0.1840554,162,1.007148,0.2408776
80,159,162,65,0,0,0.1840554,162,0.7060695,0.223891
89,160,162,88,1,1,0.1840554,162,0.8933375,0.2344565
84,158,162,37,1,1,0.1840554,162,0.7455878,0.2261206
84,158,162,127,0,2,0.1840554,162,0.9438022,0.2373037
88,161,162,93,0,3,0.1840554,162,1.245199,0.2543081
