"max_pairwise_difference","max_pairwise_difference_excluding_ambiguous","max_variable_block_length","max_variable_block_length_excluding_ambiguous","min_pairwise_difference","min_pairwise_difference_excluding_ambiguous","theta","tajima_d","tajima_pi","segregating_sites"
101,161,162,162,2,5,0.1840554,162,2.363692,0.3174123
104,162,162,162,3,9,0.1840554,162,2.417562,0.3204516
108,161,162,162,4,14,0.1840554,162,2.381622,0.3184239
108,162,162,162,3,11,0.1840554,162,2.511905,0.3257743
104,162,162,162,3,9,0.1840554,162,2.492504,0.3246797
104,162,162,162,3,7,0.1840554,162,2.502112,0.3252218
103,162,162,162,1,7,0.1840554,162,2.479384,0.3239395
100,162,162,162,4,13,0.1840554,162,2.505372,0.3254057
101,161,162,162,3,12,0.1840554,162,2.495989,0.3248763
102,161,162,162,3,7,0.1840554,162,2.529796,0.3267837
103,161,162,162,2,16,0.1840554,162,2.514715,0.3259328
102,162,162,162,4,15,0.1840554,162,2.518492,0.3261459
103,161,162,162,3,12,0.1840554,162,2.485851,0.3243044
103,162,162,162,4,14,0.1840554,162,2.522004,0.326344
98,161,162,162,3,12,0.1840554,162,2.493631,0.3247432
104,162,162,162,3,13,0.1840554,162,2.466702,0.323224
104,161,162,162,0,13,0.1840554,162,2.519022,0.3261758
103,161,162,162,3,4,0.1840554,162,2.504179,0.3253384
99,162,162,162,4,8,0.1840554,162,2.448467,0.3221952
100,161,162,162,4,16,0.1840554,162,2.507333,0.3255163
105,162,162,162,2,12,0.1840554,162,2.518015,0.326119
99,162,162,162,4,5,0.1840554,162,2.521778,0.3263313
102,162,162,162,3,12,0.1840554,162,2.514251,0.3259066
101,162,162,162,3,10,0.1840554,162,2.53576,0.3271201
104,161,162,162,1,11,0.1840554,162,2.499554,0.3250775
108,162,162,162,4,15,0.1840554,162,2.507585,0.3255306
106,161,162,162,3,15,0.1840554,162,2.515974,0.3260038
100,161,162,162,3,6,0.1840554,162,2.534156,0.3270296
100,161,162,162,4,15,0.1840554,162,2.493206,0.3247193
97,161,162,162,3,12,0.1840554,162,2.508765,0.3255971
97,162,162,162,3,12,0.1840554,162,2.468372,0.3233182
101,162,162,162,2,14,0.1840554,162,2.517736,0.3261033
104,161,162,162,3,12,0.1840554,162,2.519711,0.3262147
100,162,162,162,3,9,0.1840554,162,2.522759,0.3263866
104,161,162,162,2,9,0.1840554,162,2.502112,0.3252218
100,162,162,162,3,14,0.1840554,162,2.518704,0.3261579
109,162,162,162,3,15,0.1840554,162,2.539748,0.3273452
102,161,162,162,3,15,0.1840554,162,2.519181,0.3261848
105,162,162,162,3,11,0.1840554,162,2.542346,0.3274917
103,162,162,162,4,15,0.1840554,162,2.543366,0.3275493
104,162,162,162,3,15,0.1840554,162,2.54709,0.3277594
101,161,162,162,4,15,0.1840554,162,2.547236,0.3277676
103,162,162,162,3,15,0.1840554,162,2.520056,0.3262341
107,162,162,162,3,16,0.1840554,162,2.532287,0.3269242
105,162,162,162,3,14,0.1840554,162,2.521315,0.3263051
102,161,162,162,4,15,0.1840554,162,2.529584,0.3267717
100,162,162,162,4,15,0.1840554,162,2.539934,0.3273556
100,162,162,162,4,15,0.1840554,162,2.536223,0.3271463
103,161,162,162,3,10,0.1840554,162,2.539603,0.3273369
102,162,162,162,3,13,0.1840554,162,2.528166,0.3266917
99,162,162,162,4,11,0.1840554,162,2.534275,0.3270364
102,162,162,162,3,13,0.1840554,162,2.534076,0.3270252
105,162,162,162,4,12,0.1840554,162,2.54277,0.3275156
105,162,162,162,4,8,0.1840554,162,2.540358,0.3273796
101,161,162,162,4,15,0.1840554,162,2.538052,0.3272495
109,162,162,162,4,9,0.1840554,162,2.535388,0.3270992
102,162,162,162,3,10,0.1840554,162,2.52594,0.3265661
104,162,162,162,4,14,0.1840554,162,2.543234,0.3275418
101,161,162,162,3,16,0.1840554,162,2.536753,0.3271762
105,162,162,162,2,14,0.1840554,162,2.537496,0.3272181
113,161,162,162,4,16,0.1840554,162,2.534236,0.3270341
103,162,162,162,3,7,0.1840554,162,2.509083,0.325615
103,161,162,162,3,14,0.1840554,162,2.527397,0.3266483
115,162,162,162,4,16,0.1840554,162,2.539881,0.3273526
104,162,162,162,3,4,0.1840554,162,2.547183,0.3277646
102,162,162,162,4,16,0.1840554,162,2.546812,0.3277437
101,161,162,162,3,11,0.1840554,162,2.53242,0.3269317
103,162,162,162,3,16,0.1840554,162,2.534063,0.3270244
105,161,162,162,3,16,0.1840554,162,2.513588,0.3258693
103,162,162,162,2,11,0.1840554,162,2.511296,0.3257399
108,161,162,162,3,10,0.1840554,162,2.532181,0.3269182
104,161,162,162,3,14,0.1840554,162,2.488277,0.3244412
104,162,162,162,0,15,0.1840554,162,2.467736,0.3232823
102,161,162,162,1,4,0.1840554,162,2.393987,0.3191214
101,162,162,162,3,12,0.1840554,162,2.427608,0.3210183
100,162,162,162,3,12,0.1840554,162,2.355727,0.3169629
102,161,162,162,4,10,0.1840554,162,2.400878,0.3195102
103,161,162,162,3,3,0.1840554,162,2.324266,0.3151879
99,162,162,162,4,7,0.1840554,162,2.215107,0.3090293
103,162,162,162,2,6,0.1840554,162,2.363241,0.3173868
105,162,162,162,3,8,0.1840554,162,2.315281,0.314681
103,161,162,162,3,7,0.1840554,162,2.347816,0.3165165
100,161,162,162,3,6,0.1840554,162,2.247522,0.3108581
97,161,162,162,3,9,0.1840554,162,2.25391,0.3112185
104,161,162,162,3,8,0.1840554,162,2.346331,0.3164328
99,160,162,162,1,5,0.1840554,162,2.08713,0.3018089
101,162,162,162,0,2,0.1840554,162,2.106876,0.302923
97,161,162,162,4,7,0.1840554,162,2.164112,0.3061522
97,162,162,162,2,2,0.1840554,162,2.208309,0.3086457
98,161,162,162,3,9,0.1840554,162,2.266712,0.3119407
98,162,162,162,2,5,0.1840554,162,2.081856,0.3015114
97,161,162,162,2,2,0.1840554,162,2.135859,0.3045582
96,161,162,162,1,7,0.1840554,162,2.175907,0.3068176
99,161,162,162,0,5,0.1840554,162,1.911643,0.2919082
103,162,162,162,3,6,0.1840554,162,1.836635,0.2876763
99,161,162,162,2,4,0.1840554,162,1.668172,0.2781718
93,161,162,156,2,6,0.1840554,162,1.633266,0.2762024
92,160,162,162,1,2,0.1840554,162,1.823423,0.2869309
97,161,162,162,1,3,0.1840554,162,2.030768,0.2986291
103,161,162,162,4,7,0.1840554,162,2.199814,0.3081665
101,161,162,112,2,2,0.1840554,162,1.957986,0.2945228
93,161,162,152,1,1,0.1840554,162,1.86583,0.2893234
94,160,162,162,1,3,0.1840554,162,1.888134,0.2905818
98,161,162,153,2,4,0.1840554,162,2.086441,0.3017701
92,161,162,83,1,3,0.1840554,162,1.83796,0.2877511
102,161,162,162,3,4,0.1840554,162,1.916653,0.2921908
94,161,162,162,1,6,0.1840554,162,1.906978,0.291645
98,161,162,160,0,2,0.1840554,162,1.754365,0.2830347
107,161,162,162,1,1,0.1840554,162,2.138642,0.3047152
104,161,162,162,2,9,0.1840554,162,2.059194,0.3002328
92,162,162,162,3,4,0.1840554,162,1.970748,0.2952428
97,161,162,162,2,5,0.1840554,162,2.187198,0.3074547
97,161,162,162,0,3,0.1840554,162,2.091278,0.302043
97,161,162,162,3,6,0.1840554,162,2.219905,0.3092999
103,161,162,162,2,8,0.1840554,162,2.353329,0.3168276
98,161,162,162,2,6,0.1840554,162,2.331555,0.3155991
108,161,162,162,2,6,0.1840554,162,2.297338,0.3136686
102,161,162,162,4,8,0.1840554,162,2.343522,0.3162743
103,161,162,162,4,13,0.1840554,162,2.320794,0.314992
104,161,162,162,3,9,0.1840554,162,2.365189,0.3174967
100,161,162,162,2,9,0.1840554,162,2.341587,0.3161651
101,161,162,162,4,10,0.1840554,162,2.394795,0.3191671
105,161,162,162,3,13,0.1840554,162,2.364421,0.3174534
109,162,162,162,2,8,0.1840554,162,2.336564,0.3158818
102,162,162,162,1,4,0.1840554,162,2.298398,0.3137284
96,161,162,162,3,12,0.1840554,162,2.255474,0.3113067
103,161,162,161,3,4,0.1840554,162,2.190127,0.3076199
98,161,162,162,4,8,0.1840554,162,2.212642,0.3088902
102,161,162,162,3,8,0.1840554,162,2.359239,0.317161
96,161,162,162,1,2,0.1840554,162,2.294197,0.3134914
101,161,162,162,2,8,0.1840554,162,2.311372,0.3144604
98,160,162,162,3,4,0.1840554,162,2.217652,0.3091728
97,162,162,162,3,3,0.1840554,162,2.142008,0.3049051
99,161,162,162,3,3,0.1840554,162,2.377408,0.3181861
100,161,162,162,3,7,0.1840554,162,2.321523,0.3150331
100,162,162,162,4,12,0.1840554,162,2.383531,0.3185315
96,162,162,162,2,7,0.1840554,162,2.323047,0.3151191
101,162,162,162,0,5,0.1840554,162,2.444663,0.3219806
101,162,162,162,2,12,0.1840554,162,2.299339,0.3137815
103,161,162,162,4,14,0.1840554,162,2.439164,0.3216703
102,162,162,162,2,9,0.1840554,162,2.399102,0.3194101
104,161,162,162,3,9,0.1840554,162,2.302268,0.3139468
103,162,162,162,2,9,0.1840554,162,2.367813,0.3176448
105,161,162,162,3,12,0.1840554,162,2.382179,0.3184553
105,162,162,162,0,1,0.1840554,162,2.448944,0.3222221
101,162,162,162,2,9,0.1840554,162,2.313943,0.3146055
98,162,162,162,4,10,0.1840554,162,2.345616,0.3163924
102,162,162,162,3,4,0.1840554,162,2.388182,0.318794
98,162,162,162,4,8,0.1840554,162,2.408326,0.3199304
100,162,162,162,3,7,0.1840554,162,2.388659,0.3188209
99,162,162,162,3,7,0.1840554,162,2.426574,0.32096
100,161,162,162,1,6,0.1840554,162,2.250107,0.3110039
110,162,162,162,3,7,0.1840554,162,2.413998,0.3202504
97,162,162,162,0,10,0.1840554,162,2.337876,0.3159558
102,162,162,162,3,13,0.1840554,162,2.453026,0.3224524
100,162,162,162,3,4,0.1840554,162,2.260006,0.3115624
102,161,162,162,1,3,0.1840554,162,2.379727,0.3183169
102,162,162,162,3,12,0.1840554,162,2.378322,0.3182377
110,161,162,162,2,6,0.1840554,162,2.414581,0.3202833
103,161,162,162,3,9,0.1840554,162,2.445922,0.3220516
104,161,162,162,3,14,0.1840554,162,2.482578,0.3241197
104,161,162,162,2,6,0.1840554,162,2.3297,0.3154945
96,162,162,162,0,0,0.1840554,162,2.271072,0.3121867
106,162,162,162,4,5,0.1840554,162,2.283569,0.3128918
101,161,162,162,3,6,0.1840554,162,2.1487,0.3052827
98,161,162,162,2,2,0.1840554,162,2.165438,0.306227
97,160,162,162,3,5,0.1840554,162,2.144234,0.3050307
99,162,162,162,3,3,0.1840554,162,2.017926,0.2979046
97,161,162,162,2,2,0.1840554,162,2.035141,0.2988758
99,162,162,162,2,2,0.1840554,162,2.092497,0.3021117
99,160,162,159,0,0,0.1840554,162,2.146765,0.3051735
91,160,162,150,0,4,0.1840554,162,1.680537,0.2788694
94,161,162,162,3,8,0.1840554,162,1.989938,0.2963255
100,162,162,162,2,5,0.1840554,162,2.20159,0.3082666
98,161,162,162,1,3,0.1840554,162,2.063395,0.3004698
100,162,162,162,1,9,0.1840554,162,2.239226,0.31039
106,162,162,162,3,8,0.1840554,162,2.213159,0.3089194
99,161,162,162,2,7,0.1840554,162,2.246648,0.3108087
98,162,162,162,2,4,0.1840554,162,2.33834,0.3159819
96,161,162,162,3,7,0.1840554,162,2.246807,0.3108177
95,161,162,162,0,9,0.1840554,162,2.07181,0.3009446
103,161,162,161,2,3,0.1840554,162,2.127589,0.3040916
92,161,162,111,1,3,0.1840554,162,1.463067,0.2666
101,161,162,162,3,6,0.1840554,162,2.154041,0.305584
104,162,162,162,2,4,0.1840554,162,2.106982,0.302929
98,162,162,162,2,5,0.1840554,162,2.11003,0.3031009
100,161,162,162,2,3,0.1840554,162,2.103656,0.3027413
98,161,162,162,3,5,0.1840554,162,2.093796,0.302185
101,161,162,162,3,3,0.1840554,162,2.16891,0.3064229
95,161,162,162,3,7,0.1840554,162,2.159991,0.3059197
100,161,162,162,3,7,0.1840554,162,2.170924,0.3065365
96,160,162,162,1,8,0.1840554,162,2.066496,0.3006448
104,162,162,162,3,3,0.1840554,162,2.286749,0.3130712
93,161,162,162,2,3,0.1840554,162,1.931826,0.2930469
102,160,162,162,2,5,0.1840554,162,1.833256,0.2874856
96,161,162,162,2,5,0.1840554,162,1.896761,0.2910685
95,160,162,162,2,2,0.1840554,162,1.846389,0.2882266
99,161,162,162,2,5,0.1840554,162,1.968376,0.295109
94,162,162,162,2,3,0.1840554,162,1.852949,0.2885967
100,161,162,162,3,4,0.1840554,162,1.917607,0.2922446
97,160,162,162,0,4,0.1840554,162,1.895184,0.2909795
94,162,162,162,1,6,0.1840554,162,1.973001,0.2953699
93,159,162,162,3,6,0.1840554,162,1.791379,0.285123
99,162,162,71,2,6,0.1840554,162,1.791352,0.2851215
95,159,162,162,1,4,0.1840554,162,1.548411,0.271415
93,160,162,162,1,1,0.1840554,162,1.608524,0.2748065
94,160,162,162,0,0,0.1840554,162,1.702204,0.2800918
93,160,162,112,1,7,0.1840554,162,1.861006,0.2890513
93,160,162,159,2,5,0.1840554,162,1.864465,0.2892464
89,159,162,111,1,3,0.1840554,162,1.378543,0.2618313
91,161,162,162,2,4,0.1840554,162,1.609571,0.2748656
89,159,162,94,1,4,0.1840554,162,1.554945,0.2717836
89,161,162,152,2,6,0.1840554,162,1.682352,0.2789718
92,162,162,162,3,6,0.1840554,162,2.008385,0.2973662
101,162,162,162,1,3,0.1840554,162,1.883336,0.2903111
99,161,162,162,2,2,0.1840554,162,2.219388,0.3092708
99,161,162,162,2,2,0.1840554,162,2.286736,0.3130705
100,162,162,151,1,1,0.1840554,162,2.142021,0.3049058
100,161,162,162,2,7,0.1840554,162,2.254056,0.3112267
105,161,162,162,0,3,0.1840554,162,2.164033,0.3061477
97,161,162,162,3,9,0.1840554,162,2.123322,0.3038508
105,161,162,162,4,9,0.1840554,162,2.304123,0.3140514
99,161,162,162,2,7,0.1840554,162,2.393244,0.3190796
102,161,162,162,3,11,0.1840554,162,2.387692,0.3187663
99,161,162,162,2,2,0.1840554,162,2.18305,0.3072206
101,162,162,162,2,3,0.1840554,162,2.347352,0.3164904
100,161,162,162,2,3,0.1840554,162,2.064575,0.3005364
104,162,162,162,2,2,0.1840554,162,2.293627,0.3134593
94,161,162,162,3,5,0.1840554,162,2.254095,0.3112289
101,161,162,162,4,5,0.1840554,162,2.284814,0.3129621
99,161,162,162,2,5,0.1840554,162,2.105392,0.3028392
99,161,162,149,1,3,0.1840554,162,2.096884,0.3023592
102,161,162,162,3,3,0.1840554,162,2.208932,0.3086809
96,162,162,162,2,5,0.1840554,162,2.098182,0.3024325
96,162,162,162,3,4,0.1840554,162,2.125694,0.3039847
98,161,162,162,3,8,0.1840554,162,2.004263,0.2971337
98,161,162,115,1,1,0.1840554,162,1.76873,0.2838452
104,162,162,162,2,9,0.1840554,162,2.201974,0.3082883
101,162,162,162,2,5,0.1840554,162,2.135845,0.3045574
101,162,162,162,3,5,0.1840554,162,2.092855,0.3021319
99,162,162,162,4,8,0.1840554,162,2.23647,0.3102345
103,161,162,162,3,4,0.1840554,162,2.281726,0.3127879
103,161,162,162,3,3,0.1840554,162,1.954594,0.2943314
95,160,162,162,2,6,0.1840554,162,1.8468,0.2882498
97,161,162,162,3,4,0.1840554,162,2.124051,0.303892
95,162,162,162,2,7,0.1840554,162,2.121546,0.3037507
101,160,162,162,3,9,0.1840554,162,2.186562,0.3074188
95,161,162,162,2,3,0.1840554,162,2.364328,0.3174481
104,161,162,162,3,7,0.1840554,162,2.236655,0.310245
95,162,162,162,2,2,0.1840554,162,2.02833,0.2984915
105,161,162,162,2,5,0.1840554,162,2.185025,0.307332
103,161,162,162,0,2,0.1840554,162,2.267759,0.3119998
100,162,162,162,1,6,0.1840554,162,2.120035,0.3036654
100,161,162,162,3,6,0.1840554,162,2.034518,0.2988406
96,162,162,162,2,3,0.1840554,162,1.875888,0.2898909
101,161,162,162,3,5,0.1840554,162,1.872655,0.2897085
97,160,162,162,0,3,0.1840554,162,1.878937,0.2900629
98,161,162,161,2,4,0.1840554,162,1.78458,0.2847394
95,161,162,162,2,4,0.1840554,162,1.907071,0.2916502
95,161,162,162,3,3,0.1840554,162,1.7693,0.2838773
95,161,162,162,2,2,0.1840554,162,1.873569,0.2897601
95,161,162,160,3,3,0.1840554,162,1.814703,0.2864389
96,162,162,162,2,2,0.1840554,162,1.982516,0.2959068
96,161,162,162,2,2,0.1840554,162,1.956317,0.2944286
90,159,162,162,2,2,0.1840554,162,1.797528,0.2854699
97,161,162,162,1,3,0.1840554,162,1.933205,0.2931246
95,161,162,162,2,7,0.1840554,162,1.882992,0.2902917
89,160,162,162,0,0,0.1840554,162,1.509953,0.2692453
92,160,162,110,1,2,0.1840554,162,1.220961,0.2529406
94,160,162,162,1,1,0.1840554,162,1.682326,0.2789703
93,160,162,104,1,4,0.1840554,162,1.424211,0.2644078
89,161,162,162,2,2,0.1840554,162,1.568064,0.2725238
98,161,162,162,2,5,0.1840554,162,1.80096,0.2856636
94,162,162,160,1,2,0.1840554,162,1.580084,0.273202
90,160,162,150,0,1,0.1840554,162,1.236664,0.2538266
94,162,162,152,3,6,0.1840554,162,1.638341,0.2764888
95,161,162,158,1,1,0.1840554,162,1.619457,0.2754233
89,161,162,149,1,4,0.1840554,162,1.549949,0.2715018
98,159,162,160,0,0,0.1840554,162,1.675315,0.2785748
89,160,162,133,0,1,0.1840554,162,1.351124,0.2602843
88,159,162,131,1,1,0.1840554,162,1.149862,0.2489293
96,160,162,108,1,3,0.1840554,162,1.435555,0.2650478
87,160,162,124,0,2,0.1840554,162,1.269146,0.2556592
85,160,162,148,0,5,0.1840554,162,1.294736,0.257103
81,160,162,81,0,1,0.1840554,162,1.118958,0.2471857
90,158,162,162,0,4,0.1840554,162,0.9568292,0.2380386
94,161,162,156,0,1,0.1840554,162,1.445613,0.2656153
92,158,150,135,1,1,0.1829192,161,1.261842,0.2536823
91,161,162,96,0,1,0.1840554,162,1.65386,0.2773643
95,160,162,64,1,2,0.1840554,162,1.109244,0.2466377
79,160,162,74,1,1,0.1840554,162,0.9010769,0.2348931
89,159,162,78,0,2,0.1840554,162,1.269782,0.2556951
80,160,162,78,1,1,0.1840554,162,0.9934188,0.240103
81,158,162,47,0,1,0.1840554,162,0.8245317,0.2305745
83,159,150,90,0,0,0.1829192,161,0.8487457,0.2305162
83,160,162,67,0,0,0.1840554,162,0.7269683,0.2250701
85,160,162,105,0,0,0.1840554,162,0.9103667,0.2354173
88,160,162,129,0,0,0.1840554,162,0.902031,0.234947
78,159,149,40,0,0,0.1829192,161,0.4818337,0.2099401
78,157,145,61,0,0,0.1829192,161,0.5895875,0.2159828
83,159,162,81,0,2,0.1840554,162,0.6296568,0.2195799
80,159,145,46,0,0,0.1829192,161,0.9365806,0.2354419
84,160,162,57,0,0,0.1840554,162,0.7133847,0.2243038
93,159,162,64,1,3,0.1840554,162,0.8879438,0.2341522
83,160,162,121,0,1,0.1840554,162,0.8752879,0.2334382
81,159,162,49,0,1,0.1840554,162,0.791878,0.2287323
89,160,162,100,1,1,0.1840554,162,1.107057,0.2465143
96,161,162,76,1,1,0.1840554,162,1.298248,0.2573011
87,160,162,101,1,2,0.1840554,162,1.121926,0.2473532
83,161,162,107,1,3,0.1840554,162,0.9187554,0.2358905
79,158,162,69,0,1,0.1840554,162,0.7786655,0.2279868
77,160,162,49,0,0,0.1840554,162,0.671587,0.2219456
90,160,162,111,0,0,0.1840554,162,1.254489,0.2548323
93,160,162,75,0,2,0.1840554,162,1.259114,0.2550932
95,160,162,75,0,1,0.1840554,162,1.017207,0.2414451
88,160,162,117,0,1,0.1840554,162,0.9681997,0.2386801
87,159,162,100,0,0,0.1840554,162,0.616219,0.2188218
86,159,162,129,0,0,0.1840554,162,0.9565509,0.2380229
76,158,162,68,0,2,0.1840554,162,0.4733858,0.2107633
91,159,162,72,0,0,0.1840554,162,0.5055889,0.2125802
82,160,162,57,0,0,0.1840554,162,0.5894626,0.2173122
79,159,162,43,0,1,0.1840554,162,0.1829487,0.1943772
75,157,162,30,0,0,0.1840554,162,0.2086317,0.1958262
76,156,162,54,0,0,0.1840554,162,0.0246767,0.1854476
78,157,162,53,0,0,0.1840554,162,0.515157,0.21312
75,159,144,74,0,0,0.1829192,161,0.3882392,0.2046914
87,159,162,107,0,0,0.1840554,162,0.4094303,0.207155
81,160,162,28,1,2,0.1840554,162,0.3588331,0.2043004
81,158,162,60,1,1,0.1840554,162,0.4423225,0.2090107
76,159,162,43,1,2,0.1840554,162,0.1910194,0.1948325
78,159,162,70,0,1,0.1840554,162,0.8647523,0.2328438
88,160,162,134,0,2,0.1840554,162,0.9517006,0.2377493
91,160,149,149,1,1,0.1829192,161,1.17838,0.2490018
85,162,162,95,1,1,0.1840554,162,1.275308,0.2560069
87,157,162,116,0,1,0.1840554,162,1.136994,0.2482033
86,161,162,101,1,1,0.1840554,162,1.032977,0.2423348
87,158,162,152,0,0,0.1840554,162,1.086304,0.2453435
83,157,162,95,0,2,0.1840554,162,0.836472,0.2312482
91,161,162,47,1,1,0.1840554,162,1.058183,0.2437569
86,159,162,128,0,1,0.1840554,162,0.9883697,0.2398181
91,160,162,126,1,2,0.1840554,162,1.204859,0.2520322
87,160,162,65,1,1,0.1840554,162,0.8964518,0.2346322
92,161,162,66,1,3,0.1840554,162,1.242853,0.2541758
90,160,162,161,1,2,0.1840554,162,1.40575,0.2633663
89,160,162,65,1,4,0.1840554,162,1.284664,0.2565347
91,162,162,159,2,2,0.1840554,162,1.446846,0.2656848
92,160,162,149,2,3,0.1840554,162,1.535451,0.2706838
96,159,162,162,1,2,0.1840554,162,1.27719,0.256113
90,160,162,107,1,2,0.1840554,162,1.006645,0.2408492
92,159,162,156,0,0,0.1840554,162,1.312163,0.2580862
88,161,162,162,1,1,0.1840554,162,1.258319,0.2550483
100,160,162,157,1,4,0.1840554,162,1.446051,0.26564
93,159,162,148,0,1,0.1840554,162,1.494673,0.2683832
91,160,162,89,0,2,0.1840554,162,1.567945,0.2725171
97,161,162,162,2,4,0.1840554,162,1.540884,0.2709903
96,160,162,157,1,2,0.1840554,162,1.412628,0.2637543
96,160,162,162,1,3,0.1840554,162,1.418552,0.2640885
97,161,162,162,0,2,0.1840554,162,1.67562,0.278592
84,159,162,121,1,3,0.1840554,162,1.151068,0.2489974
93,159,162,126,0,1,0.1840554,162,1.251838,0.2546827
87,159,162,162,1,3,0.1840554,162,1.122151,0.2473659
95,159,162,162,0,0,0.1840554,162,1.394897,0.2627539
90,160,162,117,1,2,0.1840554,162,1.432533,0.2648773
91,159,162,142,1,2,0.1840554,162,1.416233,0.2639577
86,160,162,152,2,2,0.1840554,162,1.312984,0.2581325
90,161,162,114,0,1,0.1840554,162,1.653369,0.2773366
95,160,162,156,1,3,0.1840554,162,1.757691,0.2832224
96,161,162,162,1,1,0.1840554,162,1.450212,0.2658747
96,161,162,162,0,0,0.1840554,162,1.745367,0.282527
94,161,162,162,0,1,0.1840554,162,1.715589,0.280847
91,159,162,162,1,1,0.1840554,162,1.465836,0.2667562
89,161,162,93,0,0,0.1840554,162,1.392949,0.262644
95,160,162,154,0,5,0.1840554,162,1.693166,0.2795819
96,160,162,153,1,4,0.1840554,162,1.484416,0.2678045
82,159,144,72,0,1,0.1829192,161,1.159661,0.2479521
92,159,162,84,0,0,0.1840554,162,1.108064,0.2465711
92,161,162,150,1,1,0.1840554,162,1.430148,0.2647427
99,161,162,87,1,1,0.1840554,162,1.490777,0.2681634
79,159,162,84,0,1,0.1840554,162,0.7573823,0.2267861
92,159,162,125,1,1,0.1840554,162,1.030326,0.2421853
85,160,162,54,0,1,0.1840554,162,1.140108,0.248379
91,160,162,81,1,1,0.1840554,162,1.169104,0.250015
98,159,162,107,0,0,0.1840554,162,1.498821,0.2686172
87,159,162,158,1,2,0.1840554,162,1.189274,0.2511529
90,159,162,110,0,1,0.1840554,162,1.360573,0.2608174
91,158,162,89,0,1,0.1840554,162,1.095594,0.2458676
84,160,162,104,1,3,0.1840554,162,1.086092,0.2453315
83,157,162,78,0,0,0.1840554,162,0.8001209,0.2291973
93,160,162,162,1,1,0.1840554,162,1.248128,0.2544734
92,160,162,155,0,3,0.1840554,162,1.228925,0.25339
96,160,162,104,0,1,0.1840554,162,1.462205,0.2665514
90,160,162,157,1,1,0.1840554,162,1.164797,0.249772
86,160,162,114,1,1,0.1840554,162,1.250023,0.2545803
90,159,162,76,0,1,0.1840554,162,1.548822,0.2714382
89,160,162,114,0,2,0.1840554,162,1.091963,0.2456627
98,159,120,120,0,0,0.1829192,161,1.29028,0.2552771
89,161,162,162,0,2,0.1840554,162,1.454903,0.2661394
93,161,162,162,1,2,0.1840554,162,1.702456,0.2801061
85,161,162,154,0,2,0.1840554,162,1.453551,0.2660631
94,160,162,110,2,4,0.1840554,162,1.825967,0.2870744
93,160,162,162,1,3,0.1840554,162,1.549538,0.2714786
91,160,162,162,3,5,0.1840554,162,1.647101,0.276983
94,161,162,162,1,3,0.1840554,162,1.806977,0.286003
103,162,162,162,3,4,0.1840554,162,1.927148,0.292783
95,162,162,162,1,1,0.1840554,162,2.015607,0.2977737
94,160,162,162,1,1,0.1840554,162,1.737283,0.282071
99,161,162,162,0,3,0.1840554,162,1.676746,0.2786556
97,162,162,162,1,1,0.1840554,162,1.805731,0.2859327
94,159,162,159,2,4,0.1840554,162,1.678893,0.2787767
96,160,162,162,2,5,0.1840554,162,1.958861,0.2945721
93,161,162,162,2,3,0.1840554,162,1.874789,0.2898289
95,160,162,106,2,2,0.1840554,162,1.622916,0.2756185
97,161,162,162,2,5,0.1840554,162,1.890612,0.2907216
98,161,162,160,3,6,0.1840554,162,2.126304,0.3040191
96,161,162,162,1,3,0.1840554,162,2.040866,0.2991988
94,161,162,162,3,3,0.1840554,162,1.982887,0.2959277
98,161,162,162,0,6,0.1840554,162,2.094419,0.3022202
96,161,162,162,2,8,0.1840554,162,2.204996,0.3084588
97,161,162,156,2,8,0.1840554,162,2.15473,0.3056228
105,162,162,162,2,11,0.1840554,162,2.245839,0.3107631
102,161,162,162,3,5,0.1840554,162,2.310418,0.3144066
103,161,162,162,2,10,0.1840554,162,2.333318,0.3156986
112,162,162,162,3,6,0.1840554,162,2.25611,0.3113426
99,162,162,162,0,0,0.1840554,162,2.244819,0.3107056
98,162,162,162,2,10,0.1840554,162,2.222369,0.309439
102,162,162,162,1,1,0.1840554,162,2.384683,0.3185966
106,162,162,162,3,9,0.1840554,162,2.289718,0.3132387
96,161,162,162,1,9,0.1840554,162,2.206546,0.3085463
96,161,162,162,3,7,0.1840554,162,2.290897,0.3133053
96,161,162,162,3,6,0.1840554,162,2.171454,0.3065664
100,161,162,162,4,5,0.1840554,162,2.347961,0.3165248
98,162,162,162,1,5,0.1840554,162,2.107777,0.3029738
105,161,162,162,0,1,0.1840554,162,2.200835,0.308224
97,162,162,162,3,6,0.1840554,162,2.267334,0.3119759
102,162,162,162,3,7,0.1840554,162,2.152384,0.3054905
107,161,162,162,3,3,0.1840554,162,2.221111,0.309368
101,161,162,162,3,3,0.1840554,162,2.193453,0.3078076
98,161,162,162,2,4,0.1840554,162,2.226252,0.3096581
97,161,162,162,2,5,0.1840554,162,1.903851,0.2914685
101,162,162,162,2,5,0.1840554,162,2.142498,0.3049327
101,161,162,162,3,7,0.1840554,162,2.134348,0.3044729
97,162,162,162,0,3,0.1840554,162,2.071148,0.3009072
94,162,162,162,2,3,0.1840554,162,2.152821,0.3055152
99,161,162,159,0,2,0.1840554,162,2.022021,0.2981356
98,160,162,160,2,3,0.1840554,162,1.786595,0.2848531
103,161,162,151,1,5,0.1840554,162,2.117875,0.3035436
100,161,162,162,2,6,0.1840554,162,1.912346,0.2919478
94,160,162,156,0,8,0.1840554,162,1.839948,0.2878632
